GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc
250173745005,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,757,666.0,0.2434931204,Forest,Google,0.4,-1.0,-1.0,0.283753758165565,0.15015015015015,0.15015015015015,0.018018018018018,0.018018018018018,0.026128266033254,0.033896128908005,0.673366834170854,0.402402402402402,0.336683417085427,0.018133462282398,0.031962004067744,0.20717746581365,9.07,0.651308712800287,100,94.0,C,0.193693693693694,0.208708708708709
250173746001,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1628,2109.0,0.4232971917,Forest,Google,0.4,-1.0,-1.0,0.304422458151434,0.393551446183025,0.393551446183025,0.01090564248459,0.01090564248459,0.019198664440735,0.024906375490683,0.565701559020045,0.361308677098151,0.282850779510022,0.0168,0.029611646136618,0.191081026449572,9.39,0.657045536034421,96,94.0,C,0.287814129919393,0.073494547178758
250173746002,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1260,1292.0,0.5243120778,Forest,Google,0.5,-1.0,-1.0,0.28117812493541,0.156346749226006,0.156346749226006,0.03328173374613,0.03328173374613,0.01150895140665,0.014930531554572,0.604968944099379,0.376934984520124,0.302484472049689,0.0168,0.029611646136618,0.191081026449572,10.75,0.681427034779491,92,94.0,C,0.215170278637771,0.161764705882353
250173746003,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1373,1126.0,0.457112001,Forest,Google,0.4,-1.0,-1.0,0.309430840275051,0.307282415630551,0.307282415630551,0.098579040852575,0.098579040852575,0.016172506738544,0.020980549282436,0.622478386167147,0.383658969804618,0.311239193083574,0.0168,0.029611646136618,0.191081026449572,10.12,0.670132664037289,95,94.0,C,0.274422735346359,0.109236234458259
250173746004,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1024,835.0,0.2867836627,Forest,Google,0.4,-1.0,-1.0,0.287909841822659,0.146107784431138,0.146107784431138,0.050299401197605,0.050299401197605,0.031481481481481,0.040840840840841,0.621359223300971,0.383233532934132,0.310679611650485,0.0168,0.029611646136618,0.191081026449572,11.39,0.692900681247759,95,94.0,C,0.105389221556886,0.277844311377246
250173747001,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1871,1996.0,1.0200130724,Forest,Google,0.5,-1.0,-1.0,0.315002089409518,0.363226452905812,0.363226452905812,0.112725450901804,0.112725450901804,0.005622489959839,0.007294041028981,0.54369682907966,0.352204408817635,0.27184841453983,0.052739258922482,0.09295811147143,0.233293209221471,5.7,0.590892793115812,99,94.0,C,0.193386773547094,0.158817635270541
250173747002,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,834,799.0,0.3777821312,Forest,Google,0.5,-1.0,-1.0,0.34706578078538,0.355444305381727,0.355444305381727,0.131414267834793,0.131414267834793,0.043478260869565,0.056404230317274,0.647422680412371,0.392991239048811,0.323711340206186,0.052739258922482,0.09295811147143,0.233293209221471,13.37,0.728397275008964,87,94.0,C,0.315394242803504,0.077596996245307
250173747003,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1897,1957.0,1.0108027365,Forest,Google,0.5,-1.0,-1.0,0.329682442232617,0.301992846193153,0.301992846193153,0.208482370975984,0.208482370975984,0.075968992248062,0.09855436832181,0.480332829046899,0.324476239141543,0.240166414523449,0.052739258922482,0.09295811147143,0.233293209221471,6.82,0.610971674435281,96,94.0,C,0.212059274399591,0.112416964741952
250173748001,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1477,1657.0,0.5182214208,Forest,Google,0.5,-1.0,-1.0,0.303279989274368,0.223898611949306,0.223898611949306,0.151515151515151,0.151515151515151,0.071353620146904,0.092566858568957,0.3256,0.245624622812311,0.1628,0.035345815819641,0.062300463717934,0.243309986557917,8.7,0.644675510935819,96,94.0,C,0.147857573928787,0.097767048883524
250173748002,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,2351,2555.0,1.6526564836,Forest,Google,0.5,-1.0,-1.0,0.305736731759146,0.279843444227006,0.279843444227006,0.083388484447386,0.083388484447386,0.053082191780822,0.068863383931877,0.553191489361702,0.356164383561644,0.276595744680851,0.035345815819641,0.062300463717934,0.243309986557917,5.42,0.585873072785945,94,94.0,C,0.164774951076321,0.191389432485323
250173748003,Newton,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 4,1197,1126.0,1.0031751988,Forest,Google,0.5,-1.0,-1.0,0.312278120083765,0.255772646536412,0.255772646536412,0.178507992895204,0.178507992895204,0.017214397496088,0.022332191346276,0.592644978783593,0.372113676731794,0.296322489391796,0.035345815819641,0.062300463717934,0.243309986557917,5.79,0.592506274650412,100,94.0,B,0.164298401420959,0.207815275310835
250173821001,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1469,1695.0,2.2239456268,Forest,Google,0.5,-1.0,-1.0,0.290718396345296,0.149262536873156,0.149262536873156,0.016260162601626,0.016260162601626,0.127118644067797,0.16491067338525,0.848418756815703,0.458997050147493,0.424209378407852,0.022838499184339,0.040255092627268,0.211414753949243,-0.65,0.477052707063464,100,95.0,,0.316814159292035,0.142182890855457
250173821002,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,934,913.0,0.8400373091,Forest,Google,0.5,-1.0,-1.0,0.289286799277454,0.173055859802848,0.173055859802848,0.08433734939759,0.08433734939759,0.0,0.0,0.822355289421158,0.451259583789704,0.411177644710579,0.022838499184339,0.040255092627268,0.211414753949243,3.53,0.55198996055934,100,95.0,,0.249726177437021,0.201533406352683
250173821003,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,885,838.0,1.1637454719,Forest,Google,0.5,-1.0,-1.0,0.2750801399838,0.184964200477327,0.184964200477327,0.009546539379475,0.009546539379475,0.017543859649123,0.02275960170697,0.742203742203742,0.426014319809069,0.371101871101871,0.022838499184339,0.040255092627268,0.211414753949243,1.84,0.52169236285407,100,95.0,,0.132458233890215,0.293556085918854
250173821004,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,863,790.0,0.857561369,Forest,Google,0.5,-1.0,-1.0,0.289486024715142,0.207594936708861,0.207594936708861,0.036269430051813,0.036269430051813,0.020833333333333,0.027027027027027,0.807780320366133,0.446835443037975,0.403890160183066,0.022838499184339,0.040255092627268,0.211414753949243,3.27,0.547328791681606,93,95.0,,0.320253164556962,0.126582278481013
250173821005,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,995,932.0,0.7881595567,Forest,Google,0.4,-1.0,-1.0,0.335966616895959,0.289699570815451,0.289699570815451,0.080407701019253,0.080407701019253,0.014344262295082,0.018608772707133,0.882828282828283,0.468884120171674,0.441414141414141,0.022838499184339,0.040255092627268,0.211414753949243,14.77,0.7534958766583,89,95.0,,0.241416309012876,0.227467811158798
250173822001,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1544,1654.0,1.3315398786,Forest,Google,0.5,-1.0,-1.0,0.265023364163793,0.061064087061669,0.061064087061669,0.094430992736077,0.094430992736077,0.026411657559199,0.03426377196869,0.49683257918552,0.33192261185006,0.24841628959276,0.00855365474339,0.01507665460929,0.232557987932446,6.08,0.597705270706346,100,95.0,,0.192261185006046,0.139661426844015
250173822002,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1321,1431.0,0.6218354439,Forest,Google,0.5,-1.0,-1.0,0.278741020172851,0.09853249475891,0.09853249475891,0.056603773584906,0.056603773584906,0.0,0.0,0.705601907032181,0.413696715583508,0.352800953516091,0.00855365474339,0.01507665460929,0.232557987932446,8.14,0.634636070276085,95,95.0,,0.210342417889588,0.20335429769392
250173822003,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1132,989.0,0.6202134246,Forest,Google,0.5,-1.0,-1.0,0.297994087109263,0.038422649140546,0.038422649140546,0.097067745197169,0.097067745197169,0.0,0.0,1.077731092436975,0.518705763397371,0.538865546218487,0.00855365474339,0.01507665460929,0.232557987932446,7.21,0.617963427751882,99,95.0,,0.162790697674419,0.355915065722952
250173822004,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1378,1362.0,1.8667511973,Forest,Google,0.5,-1.0,-1.0,0.286338160387279,0.13215859030837,0.13215859030837,0.056534508076358,0.056534508076358,0.021709633649932,0.028163849059371,0.973913043478261,0.493392070484582,0.48695652173913,0.00855365474339,0.01507665460929,0.232557987932446,0.51,0.4978486912872,100,95.0,,0.348751835535976,0.144640234948605
250173823001,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,827,938.0,0.2427326661,Forest,Google,0.4,-1.0,-1.0,0.301632523430793,0.277185501066098,0.277185501066098,0.068230277185501,0.068230277185501,0.047619047619048,0.061776061776062,0.393759286775631,0.282515991471215,0.196879643387816,0.013769363166953,0.024269851763477,0.199323600456829,14.05,0.740588024381499,93,95.0,,0.160980810234541,0.121535181236674
250173823002,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2586,2416.0,4.4161102407,Forest,Google,0.5,-1.0,-1.0,0.270266448939336,0.290976821192053,0.290976821192053,0.037328909166321,0.037328909166321,0.0,0.0,0.624747814391392,0.384519867549669,0.312373907195696,0.013769363166953,0.024269851763477,0.199323600456829,-1.6,0.460021513087128,100,95.0,,0.278145695364238,0.10637417218543
250173823003,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,924,701.0,4.281480071600001,Forest,Google,0.5,-1.0,-1.0,0.275723051665098,0.024251069900143,0.024251069900143,0.0,0.0,0.099255583126551,0.128763999731742,1.031884057971014,0.507845934379458,0.515942028985507,0.013769363166953,0.024269851763477,0.199323600456829,-0.81,0.474184295446397,100,95.0,,0.184022824536377,0.323823109843081
250173823004,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1559,2011.0,3.000917043,Forest,Google,0.5,-1.0,-1.0,0.288246315522958,0.096469418199901,0.096469418199901,0.106305367378843,0.106305367378843,0.0,0.0,1.13936170212766,0.532570860268523,0.56968085106383,0.013769363166953,0.024269851763477,0.199323600456829,-1.15,0.468088920760129,100,95.0,,0.26752859273993,0.265042267528593
250173824001,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1476,1472.0,0.4519374294,Forest,Google,0.5,-1.0,-1.0,0.314864315171895,0.245923913043478,0.245923913043478,0.216711956521739,0.216711956521739,0.024258760107817,0.031470823923654,0.386064030131827,0.278532608695652,0.193032015065913,0.044546544147023,0.078517648922077,0.244520936296656,9.61,0.660989602007888,92,95.0,,0.160326086956522,0.11820652173913
250173824002,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1374,1483.0,1.7535238125,Forest,Google,0.5,-1.0,-1.0,0.264564107160366,0.055293324342549,0.055293324342549,0.01888064733648,0.01888064733648,0.036316472114137,0.047113261121043,0.664421997755331,0.399190829399865,0.332210998877666,0.044546544147023,0.078517648922077,0.244520936296656,0.82,0.503406238795267,100,95.0,,0.279838165879973,0.119352663519892
250173824003,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1528,1574.0,1.8977668402,Forest,Google,0.5,-1.0,-1.0,0.292897864063013,0.136594663278272,0.136594663278272,0.099745870393901,0.099745870393901,0.017348203221809,0.022505777152617,0.819653179190751,0.450444726810673,0.409826589595376,0.044546544147023,0.078517648922077,0.244520936296656,1.11,0.508605234851201,100,95.0,,0.179161372299873,0.2712833545108
250173824004,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,962,782.0,0.5922842715,Forest,Google,0.5,-1.0,-1.0,0.341647637150317,0.049872122762148,0.049872122762148,0.246803069053708,0.246803069053708,0.053672316384181,0.069628950984883,1.279883381924198,0.561381074168798,0.639941690962099,0.044546544147023,0.078517648922077,0.244520936296656,3.43,0.550197203298673,100,95.0,,0.312020460358056,0.249360613810742
250173825001,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1360,1077.0,0.6033211712,Forest,Google,0.5,-1.0,-1.0,0.328550882002393,0.340761374187558,0.340761374187558,0.157845868152275,0.157845868152275,0.0,0.0,0.377237851662404,0.273909006499536,0.188618925831202,0.093243777163177,0.164351293678432,0.210192535095964,12.67,0.715847974184295,87,95.0,,0.184772516248839,0.089136490250696
250173825002,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1687,1731.0,1.7776238873,Forest,Google,0.5,-1.0,-1.0,0.33375024456055,0.298093587521664,0.298093587521664,0.164616285881664,0.164616285881664,0.099644128113879,0.129268058093681,0.576502732240437,0.365684575389948,0.288251366120219,0.093243777163177,0.164351293678432,0.210192535095964,4.16,0.563284331301542,100,95.0,,0.279607163489313,0.086077411900635
250173825003,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,959,1450.0,1.3768936399,Forest,Google,0.5,-1.0,-1.0,0.260096062139981,0.035862068965517,0.035862068965517,0.038620689655172,0.038620689655172,0.130875576036866,0.169784531074854,0.22156697556866,0.181379310344828,0.11078348778433,0.093243777163177,0.164351293678432,0.210192535095964,1.5,0.515596988167802,100,95.0,,0.129655172413793,0.051724137931034
250173825004,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1658,1084.0,1.1595332009,Forest,Google,0.5,-1.0,-1.0,0.340174243461401,0.419741697416974,0.419741697416974,0.161439114391144,0.161439114391144,0.027818448023426,0.036088797435796,0.430079155672823,0.300738007380074,0.215039577836412,0.093243777163177,0.164351293678432,0.210192535095964,9.62,0.661168877733955,91,95.0,,0.137453874538745,0.163284132841328
250173826011,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1704,1305.0,0.9465623323,Forest,Google,0.5,-1.0,-1.0,0.374656161842233,0.489655172413793,0.489655172413793,0.383116883116883,0.383116883116883,0.0,0.0,0.677377892030848,0.403831417624521,0.338688946015424,0.125305324865657,0.220862913033084,0.159609573188604,3.1,0.544281104338473,100,95.0,,0.268965517241379,0.134865900383142
250173826012,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,691,595.0,0.2937729649,Forest,Google,0.5,-1.0,-1.0,0.300892806531851,0.418487394957983,0.418487394957983,0.0,0.0,0.08355091383812,0.108390374708913,0.346153846153846,0.257142857142857,0.173076923076923,0.125305324865657,0.220862913033084,0.159609573188604,-0.37,0.482072427393331,100,95.0,,0.084033613445378,0.173109243697479
250173826013,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1011,1025.0,0.3084813205,Forest,Google,0.5,-1.0,-1.0,0.329826111061726,0.48390243902439,0.48390243902439,0.138536585365854,0.138536585365854,0.0,0.0,0.411845730027548,0.291707317073171,0.205922865013774,0.125305324865657,0.220862913033084,0.159609573188604,5.02,0.578702043743277,100,95.0,,0.19609756097561,0.095609756097561
250173826014,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1388,1574.0,0.3200543647,Forest,Google,0.5,-1.0,-1.0,0.343368110818146,0.657560355781449,0.657560355781449,0.088310038119441,0.088310038119441,0.0,0.0,0.358067299396031,0.263659466327827,0.179033649698015,0.125305324865657,0.220862913033084,0.159609573188604,5.51,0.587486554320545,100,95.0,,0.151207115628971,0.112452350698856
250173826021,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,925,875.0,0.74186876,Forest,Google,0.5,-1.0,-1.0,0.348601842306436,0.510857142857143,0.510857142857143,0.075428571428571,0.075428571428571,0.042662116040956,0.055345447836915,0.62639405204461,0.385142857142857,0.313197026022305,0.073883161512027,0.130226311556474,0.232165438686921,7.12,0.616349946217282,96,95.0,,0.161142857142857,0.224
250173826022,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1632,1647.0,1.0002024074,Forest,Google,0.5,-1.0,-1.0,0.359935471218498,0.150576806314511,0.150576806314511,0.312082574377656,0.312082574377656,0.042936288088643,0.055701130493374,1.141742522756827,0.533090467516697,0.570871261378413,0.073883161512027,0.130226311556474,0.232165438686921,4.54,0.570096808892076,100,95.0,,0.205221615057681,0.327868852459016
250173826023,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1116,1136.0,0.8204846996,Forest,Google,0.5,-1.0,-1.0,0.298061986196585,0.164612676056338,0.164612676056338,0.129401408450704,0.129401408450704,0.024523160762943,0.031813830178953,0.541383989145183,0.351232394366197,0.270691994572592,0.073883161512027,0.130226311556474,0.232165438686921,5.18,0.581570455360344,100,95.0,,0.244718309859155,0.106514084507042
250173826024,Natick,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1097,1147.0,1.6050839495,Forest,Google,0.5,-1.0,-1.0,0.38367623005133,0.367916303400174,0.367916303400174,0.060156931124673,0.060156931124673,0.002222222222222,0.002882882882883,1.364948453608248,0.577157802964255,0.682474226804124,0.073883161512027,0.130226311556474,0.232165438686921,13.49,0.730548583721764,91,95.0,,0.206625980819529,0.370531822144725
250173831011,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2183,1854.0,1.3375465712,Forest,Google,0.5,-1.0,-1.0,0.508536297876234,0.569039913700108,0.569039913700108,0.431334622823984,0.431334622823984,0.022977022977023,0.02980802980803,0.427251732101617,0.299352750809061,0.213625866050808,0.423774954627949,0.746944880833586,0.520383352030967,9.91,0.666367873789889,81,91.0,,0.158036677454153,0.141316073354908
250173831012,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1934,1720.0,1.1859878021,Forest,Google,0.5,-1.0,-1.0,0.524481920045683,0.575,0.575,0.379493223335298,0.379493223335298,0.054438860971524,0.070623387206302,0.440536013400335,0.305813953488372,0.220268006700167,0.423774954627949,0.746944880833586,0.520383352030967,16.74,0.788813194693438,75,91.0,,0.226744186046512,0.07906976744186
250173831021,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2268,2136.0,0.8376553623,Forest,Google,0.5,-1.0,-1.0,0.554857105800338,0.808520599250936,0.808520599250936,0.532424812030075,0.532424812030075,0.194656488549618,0.252527336496802,0.623100303951368,0.383895131086142,0.311550151975684,0.244910941475827,0.43167953178382,0.500465520552237,11.82,0.700609537468627,80,91.0,,0.338951310861423,0.044943820224719
250173831022,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2744,3198.0,0.3426802685,Forest,Google,0.4,-1.0,-1.0,0.592851620420461,0.858036272670419,0.858036272670419,0.613664987405542,0.613664987405542,0.141965678627145,0.184171691191972,1.047375160051216,0.511569731081926,0.523687580025608,0.244910941475827,0.43167953178382,0.500465520552237,12.99,0.72158479741843,94,91.0,,0.438711694809256,0.07285803627267
250173832001,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1955,1520.0,0.5542821972,Forest,Google,0.5,-1.0,-1.0,0.468741685557594,0.617763157894737,0.617763157894737,0.546052631578947,0.546052631578947,0.02937576499388,0.038109100532601,0.478599221789883,0.323684210526316,0.239299610894942,0.221111111111111,0.389729998755755,0.343597879587237,11.42,0.693438508425959,87,91.0,,0.267763157894737,0.055921052631579
250173832002,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1254,1579.0,0.5244136534,Forest,Google,0.5,-1.0,-1.0,0.391947468131726,0.518049398353388,0.518049398353388,0.226487523992322,0.226487523992322,0.0,0.0,0.392416225749559,0.281823939202027,0.19620811287478,0.221111111111111,0.389729998755755,0.343597879587237,6.02,0.596629616349946,94,91.0,,0.220392653578214,0.061431285623812
250173832003,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1265,1329.0,0.3475148353,Forest,Google,0.5,-1.0,-1.0,0.455254818572601,0.828442437923251,0.828442437923251,0.223476297968397,0.223476297968397,0.029562982005141,0.038351976655318,0.5,0.333333333333333,0.25,0.221111111111111,0.389729998755755,0.343597879587237,11.2,0.689494442452492,92,91.0,,0.252821670428894,0.080511662904439
250173832004,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2117,1497.0,0.9994015125,Forest,Google,0.5,-1.0,-1.0,0.390220772493207,0.410153640614562,0.410153640614562,0.07680608365019,0.07680608365019,0.042394014962593,0.054997641032554,0.722669735327963,0.419505678022712,0.361334867663982,0.221111111111111,0.389729998755755,0.343597879587237,7.36,0.620652563642883,98,91.0,,0.14562458249833,0.273881095524382
250173833001,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1761,1465.0,1.0154006238,Forest,Google,0.5,-1.0,-1.0,0.411852135421389,0.687372013651877,0.687372013651877,0.269230769230769,0.269230769230769,0.001029866117405,0.001336042530687,0.365330848089469,0.267576791808874,0.182665424044734,0.161071549677857,0.283904388793893,0.32065659015797,10.69,0.680351380423091,89,91.0,,0.204778156996587,0.062798634812287
250173833002,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1430,1802.0,1.9042937761,Forest,Google,0.5,-1.0,-1.0,0.363590265322927,0.240288568257492,0.240288568257492,0.088218554354013,0.088218554354013,0.027272727272727,0.035380835380835,0.941810344827586,0.485016648168701,0.470905172413793,0.161071549677857,0.283904388793893,0.32065659015797,6.81,0.610792398709215,97,91.0,,0.193673695893452,0.29134295227525
250173834011,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1597,2220.0,0.3443300781,Forest,Google,0.3,-1.0,-1.0,0.515114397838619,0.723423423423423,0.723423423423423,0.419339841933984,0.419339841933984,0.095836087243886,0.124327896965042,0.423076923076923,0.297297297297297,0.211538461538462,0.223650385604113,0.394205718858761,0.415531012805353,25.19,0.940301183219792,82,91.0,,0.227027027027027,0.07027027027027
250173834012,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,902,710.0,0.5080729616,Forest,Google,0.5,-1.0,-1.0,0.349465002663738,0.053521126760563,0.053521126760563,0.090909090909091,0.090909090909091,0.044502617801047,0.057733125795953,0.557017543859649,0.357746478873239,0.278508771929825,0.223650385604113,0.394205718858761,0.415531012805353,8.99,0.649874506991753,96,91.0,,0.154929577464789,0.202816901408451
250173834021,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1893,1727.0,0.4607741569,Forest,Google,0.5,-1.0,-1.0,0.47124624862803,0.429067747539085,0.429067747539085,0.258830341632889,0.258830341632889,0.061302681992337,0.079527803665735,0.699803149606299,0.411696583671106,0.34990157480315,0.390573318632855,0.688423744152424,0.415531012805353,9.9,0.666188598063822,88,91.0,,0.255935147654893,0.155761436016213
250173834022,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1906,2044.0,0.5381761241,Forest,Google,0.5,-1.0,-1.0,0.509669258769564,0.63307240704501,0.63307240704501,0.370352250489237,0.370352250489237,0.061619718309859,0.079939094023601,0.498533724340176,0.332681017612524,0.249266862170088,0.390573318632855,0.688423744152424,0.415531012805353,14.56,0.7497310864109,80,91.0,,0.294520547945205,0.038160469667319
250173835011,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1985,1920.0,0.7140452803,Forest,Google,0.5,-1.0,-1.0,0.407286976090094,0.520833333333333,0.520833333333333,0.377083333333333,0.377083333333333,0.052416052416052,0.067999203134338,0.404535479151426,0.288020833333333,0.202267739575713,0.098486668268076,0.17359240297195,0.364655458193101,10.87,0.683578343492291,94,91.0,,0.1734375,0.114583333333333
250173835012,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1575,1600.0,0.8528897376,Forest,Google,0.5,-1.0,-1.0,0.493566154772575,0.5525,0.5525,0.588050314465409,0.588050314465409,0.154166666666667,0.2,0.907032181168057,0.475625,0.453516090584029,0.098486668268076,0.17359240297195,0.364655458193101,13.39,0.728755826461097,83,91.0,,0.2175,0.258125
250173835013,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1114,832.0,0.5595786311,Forest,Google,0.5,-1.0,-1.0,0.318714759369117,0.213942307692308,0.213942307692308,0.081730769230769,0.081730769230769,0.037643207855974,0.048834431813155,0.419795221843003,0.295673076923077,0.209897610921502,0.098486668268076,0.17359240297195,0.364655458193101,6.68,0.608461814270348,94,91.0,,0.141826923076923,0.153846153846154
250173835021,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1181,1563.0,0.7285047271,Forest,Google,0.5,-1.0,-1.0,0.350391195169501,0.365323096609085,0.365323096609085,0.18554062699936,0.18554062699936,0.055238095238095,0.071660231660232,0.36745406824147,0.268714011516315,0.183727034120735,0.08742756361804,0.154099647407385,0.309474192211677,10.54,0.67766224453209,93,91.0,,0.202175303902751,0.066538707613564
250173835022,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,544,895.0,0.3719473765,Forest,Google,0.5,-1.0,-1.0,0.419683469584916,0.569832402234637,0.569832402234637,0.042626728110599,0.042626728110599,0.187272727272727,0.242948402948403,1.081395348837209,0.519553072625698,0.540697674418605,0.08742756361804,0.154099647407385,0.309474192211677,7.7,0.62674793832915,91,91.0,,0.109497206703911,0.410055865921788
250173835023,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,2207,1640.0,0.6667752608,Forest,Google,0.5,-1.0,-1.0,0.32649436223641,0.323170731707317,0.323170731707317,0.232736572890026,0.232736572890026,0.041951219512195,0.054423203691496,0.112618724559023,0.101219512195122,0.056309362279511,0.08742756361804,0.154099647407385,0.309474192211677,7.96,0.631409107206884,97,91.0,,0.046951219512195,0.054268292682927
250173836001,Framingham,Massachusetts,MA,Middlesex County,"Boston, MA--NH",4309006,MA Congressional District 5,1612,2151.0,1.5371607213,Forest,Google,0.5,-1.0,-1.0,0.37622861097698,0.346815434681543,0.346815434681543,0.04463040446304,0.04463040446304,0.092540132200189,0.12005206339484,0.957233848953594,0.489074848907485,0.478616924476797,0.064337936636881,0.113401917431635,0.276910797125618,15.58,0.768017210469702,84,91.0,,0.225476522547652,0.263598326359833
